Date	1h	2h	3h	4h	5h	6h	7h	8h	9h	10h	11h	12h	13h	14h	15h	16h	17h	18h	19h	20h	21h	22h	23h	24h
20190101	60140	57700	56170	55200	55200	55770	56130	55240	54170	53130	53350	53160	52770	52990	53400	54390	55750	58740	60340	60450	60160	59890	60870	61870
20190102	64520	62750	61770	61480	61880	63360	66030	70680	77640	79840	79260	77880	74010	76000	77090	77280	78450	78290	76580	74700	73310	71540	70560	71670
20190103	64710	62450	61070	60580	61080	62360	64630	69280	76420	78210	77510	75910	71640	74040	74740	75030	76300	75460	72960	70670	69290	67310	66420	68330
20190104	63920	61660	60380	59890	60390	61570	63840	68190	75030	76820	76220	74620	70550	72750	73550	73840	75010	74170	71770	69580	68300	66320	65430	67340
20190105	69310	65660	63290	62020	61720	62410	63680	65250	67930	67540	67760	66370	62200	62790	63190	63780	65430	66850	67020	66030	65150	63880	64390	67090
20190106	61840	59580	58210	57520	57710	58390	58870	58850	59020	58520	58560	57770	56880	57090	57590	58470	60040	62370	63330	63330	63140	62850	63260	63670
20190107	59620	57360	55980	55590	56190	58160	61530	67480	76530	79230	78550	76770	71810	74390	75690	76080	77440	77280	75060	72680	70800	68530	67250	68860
20190108	66890	64430	63050	62460	62960	64250	66720	71580	79030	81030	80720	79620	75160	77250	77550	77740	78700	77560	75060	72480	70900	68730	67850	69850
20190109	67170	64710	63230	62540	63140	64520	67000	72060	79700	81810	81500	80300	75740	77930	78230	78310	79370	78240	75640	72950	71280	69110	68120	70230
20190110	65990	63530	62160	61570	62070	63350	65820	70770	78310	80110	79320	77830	73170	75470	76270	76450	77810	77250	75340	72950	71170	68800	67920	69730
20190111	66000	63540	62170	61680	62170	63350	65910	70670	77910	79720	78960	77470	72910	75700	76200	75890	76950	76590	74770	72580	70710	68540	67560	69360
20190112	68820	65460	63290	62110	62000	62690	63860	65340	68600	68590	68810	67430	63070	63380	63480	63970	65640	66950	67600	66900	66120	65030	65540	68170
20190113	63520	61460	59890	59200	59290	59780	60160	60040	60030	59570	59290	58200	57310	57310	57410	58400	60160	62770	64020	64120	63830	63440	63850	64160
20190114	59200	56940	55760	55280	55980	57660	61330	67470	76830	79660	78870	77090	71730	74320	75620	75810	77270	77000	74970	72590	70310	67950	66860	68670
20190115	66800	64230	62550	61860	62060	63340	65820	70280	77620	79940	78960	76670	71590	74360	75160	75150	76330	75500	73790	71700	69920	67950	66960	68770
20190116	68150	65380	63810	63020	63220	64500	67170	71730	79160	81580	80500	78220	73040	75910	76700	76690	77870	77040	75230	73140	71360	69290	68210	70110
20190117	65380	62710	61330	60550	60840	62230	64900	69160	76200	78410	77430	75660	71390	74180	75070	75260	76320	75760	74440	72250	70370	68390	67510	69310
20190118	65480	63310	62030	61440	61840	63020	65400	69560	76100	77820	76940	75350	70990	73280	73970	74170	75530	74870	73660	71570	69880	68210	67430	68930
20190119	65900	63220	61440	60560	60550	61140	62120	63110	65780	66370	66590	65320	61840	62250	62050	62250	63120	63770	64530	64020	63430	62740	63250	65050
20190120	62690	60320	58750	58060	58360	58950	59440	59420	59320	58350	58060	56980	55800	55810	55910	56800	58760	61370	63200	63300	63100	62920	63430	63730
20190121	58760	56610	55340	54940	55740	57610	60980	66720	75670	78530	77860	75880	70930	73410	74420	74610	75770	75180	73520	71230	69260	67190	66420	68030
20190122	65980	63520	62040	61450	61950	63130	65600	69960	76720	77970	76790	74810	69950	72140	72740	72940	74310	73830	72680	70680	68990	67120	66530	68240
20190123	65690	63220	61850	61260	61660	62840	65310	69770	76520	77780	76500	74620	69650	71950	72550	72750	74120	73640	72480	70380	68700	66920	66340	68050
20190124	65650	63080	61610	61120	61520	62900	65570	70230	77290	78440	76970	74790	69720	71920	72630	72730	74200	74030	73460	71450	69370	67390	66900	68700
20190125	65530	62670	61190	60710	61210	62590	65450	70110	77380	78640	77070	74590	69240	71730	72330	72430	73900	73630	73060	71140	69460	67580	66990	68800
20190126	67500	63470	61010	59640	59740	60700	62170	63540	67020	66720	66550	64690	61020	62520	62580	62340	62620	62780	63840	62950	61980	61010	61620	64340
20190127	60290	58030	56750	56070	56360	56930	57410	57490	57600	56720	56530	55850	54960	55060	55370	56170	57930	60230	61960	61950	61760	61480	62090	62490
20190128	57580	55220	54050	53660	54560	56330	60000	65840	75000	77850	77180	75400	70350	72740	73540	73430	74700	74020	72660	70160	67770	65800	65020	66830
20190129	64440	61980	60490	60010	60510	61880	64550	68810	75590	76760	75470	73100	68430	70910	71700	71700	73070	72800	72350	70440	68750	66970	66380	68180
20190130	63770	61310	59930	59340	59840	61220	63790	67940	74530	75690	74400	72130	67560	70050	70840	70730	72100	71840	71390	69580	67890	66100	65610	67320
20190131	65650	62890	61310	60830	61430	63100	66260	71220	78620	79390	78100	75820	70270	72650	73350	73540	75110	74930	74670	72450	70470	68490	67610	69430
20190201	64770	62090	60510	59920	60220	61600	64070	68240	74730	75980	74790	72920	67740	69420	69310	68600	68780	67930	67690	66280	65390	64200	63810	65620
20190202	62850	60490	59010	58230	58230	58800	59060	59420	60320	59990	59900	59120	56860	56740	56340	56330	57000	58130	59470	59260	58970	58690	59710	61430
20190203	59050	56890	55310	54530	54230	54410	54490	53580	52210	50480	50290	49810	49320	48920	48830	49320	50490	53010	54810	54590	54590	54710	56620	58030
20190204	55640	53280	51510	50520	50220	50400	50290	49280	47950	46640	46550	46180	45490	45210	45220	45530	46430	48280	50400	50570	50480	50800	52590	53980
20190205	51610	49740	48570	48090	48300	48790	49460	49050	46380	43250	41890	41400	41020	41210	41510	42300	43780	45740	47950	48810	49200	50010	52190	53570
20190206	51800	49840	48560	48070	48270	48660	49030	49030	48780	48330	48840	48550	47850	47960	48170	48870	50260	52200	54480	54940	54730	54750	56040	56740
20190207	54400	52150	50980	50780	51680	53360	56730	61970	70240	73580	73400	71690	67550	69840	70430	70430	71720	71450	70670	68860	67180	65510	65220	66530
20190208	65360	62720	61250	60570	60870	62340	64990	69440	76080	77380	76400	74710	70060	72240	72450	71460	71420	70360	70020	68520	67350	65800	65510	67310
20190209	67420	63570	61400	60210	60400	61570	63140	64520	67630	66570	66270	64390	60140	60940	60640	60720	62090	63300	65120	64420	63330	62350	63070	65880
20190210	62900	60340	58750	57970	57970	58650	59230	59320	58850	57110	57020	56140	54750	55150	55460	56250	58130	60850	62960	62740	62440	62060	62770	63170
20190211	57870	55510	54140	53740	54540	56220	59790	65540	74600	77650	76860	74760	69710	72200	73290	73390	74780	74420	73740	71540	69050	67080	66390	68100
20190212	64580	62000	60520	59930	60320	61700	64480	68840	75700	77410	76710	75130	70450	72640	72850	71750	72040	70990	70650	68950	67570	65890	65500	67300
20190213	64800	62120	60740	60150	60550	61930	64600	68960	75710	77410	76720	75140	70560	72750	72860	71870	72040	71100	70750	69050	67770	66090	65610	67410
20190214	64480	62110	60740	60150	60550	61820	64490	68750	75420	77160	76380	74500	69840	72230	72540	72040	72990	72120	71570	69970	68190	66320	65650	67260
20190215	64690	62120	60750	60260	60760	62230	64980	69430	76130	77490	76410	74230	69170	71860	72460	72460	73720	72950	72460	70750	69070	67200	66420	68040
20190216	66890	62940	60460	59270	59660	60740	62510	64280	67560	66780	67080	65600	61550	62340	62240	62430	63500	64520	66840	66330	65050	64080	64700	67310
20190217	62340	59070	57090	56310	56310	57100	57590	57370	56990	55950	56450	55680	54570	54750	55540	56430	58180	60340	62890	62690	62000	61320	62120	62630
20190218	57400	55020	53940	53550	54250	56130	59800	65770	74910	77220	76530	74640	69580	72380	73280	72980	74570	74320	73770	71470	69290	66910	66120	68020
20190219	64320	61650	60080	59500	59900	61290	63960	68230	75080	77580	76990	75210	70350	72940	73520	73310	74090	72770	72040	70330	68550	66670	65990	67290
20190220	63770	61110	59540	58960	59470	60750	63520	67590	74430	76730	76240	74470	69710	72190	72880	72650	73340	72110	71380	69670	67890	66010	65430	66740
20190221	62670	60210	58840	58360	58860	60250	62730	66780	73810	76900	76940	75860	71490	73770	73960	73450	73550	71820	70980	69370	67580	65710	65020	66120
20190222	63100	60600	59100	58600	59100	60500	62900	67000	73700	76500	76200	75100	70800	72900	73300	73000	73200	71600	70900	69500	67900	66200	65600	66800
20190223	62520	59650	58160	57470	57570	58350	59530	60510	62800	63130	63320	62430	59240	59440	59250	58940	59730	60280	62020	61810	61130	60440	60950	62560
20190224	59490	57120	55640	54950	55140	55630	56120	56010	55140	53690	54000	53210	52210	52310	52320	53010	54480	56820	59260	59640	59240	58850	59460	59870
20190225	55910	53740	52570	52290	52990	54770	58040	63710	72050	74650	74180	72690	68220	71000	72400	72180	72850	71640	70610	68520	66440	64270	63580	64810
20190226	62390	59820	58540	58060	58560	60040	62620	66490	72350	73970	72890	70910	66120	68510	69210	69090	69570	68340	68320	67410	66030	64550	63970	65370
20190227	61810	59540	58260	57780	58380	59660	62040	65610	70970	72480	71510	69630	65240	67530	68130	68010	68480	67360	67340	66430	65140	63760	63270	64570
20190228	61020	58660	57490	57100	57800	59280	61840	65610	70800	71730	70260	67990	63520	65900	66500	66480	67350	66810	67240	66500	64920	63550	62770	63790
20190301	61010	57940	55960	55270	55770	56760	57850	58740	61250	61750	62150	61170	57880	59570	59970	60080	60970	61540	63770	64530	63840	63250	63760	64060
20190302	57590	54140	52260	51370	51670	52740	54000	54980	56930	56690	56100	54310	50240	50640	50640	50430	51310	51950	54350	54620	54130	53560	54170	56070
20190303	58210	56050	54770	54370	54660	55240	55830	55520	54380	53020	52930	52040	51050	51150	51150	51840	53320	55370	57890	58450	58250	58060	58570	58770
20190304	53320	50960	49790	49600	50500	52680	56240	61800	69790	72320	71140	69170	64110	66790	67790	67680	68940	68010	67820	66590	64910	62940	62450	63470
20190305	59220	56940	55770	55270	56070	57750	60330	63910	68990	69890	68290	66310	62150	64540	65530	65420	66210	65290	65450	64730	63540	62250	61770	62770
20190306	59630	57370	56100	55710	56410	58090	60660	64330	69290	70290	68690	66720	62480	64960	65950	65840	66620	65690	65730	65110	63920	62540	62060	63170
20190307	59100	56730	55460	55160	56060	57740	60610	64480	69480	70300	68800	67120	62950	65630	66530	66620	67400	66670	66720	66000	64410	62940	62350	62960
20190308	58810	56340	55060	54870	55660	57340	60020	64080	69160	69980	68390	66700	62630	64840	65650	65850	66650	66110	66360	65920	64330	62940	62360	62860
20190309	59310	57030	55750	55150	55350	56030	56910	57600	58830	58660	58270	57080	54390	54690	54690	54590	55170	55540	57090	57270	56970	56590	56990	58300
20190310	55260	53100	52030	51640	52020	52800	53380	53080	52200	51320	51250	50560	50160	50550	50840	51440	52490	53840	55800	56370	56180	55990	56300	56210
20190311	52630	50470	49390	49190	49990	52170	55830	61380	68550	69950	68290	66230	61770	64170	65060	65360	66640	66610	67030	66300	64610	62930	62440	63050
20190312	59810	57340	56060	55870	56660	58340	61210	65490	70120	70040	68150	66370	61800	63700	64410	64310	65700	66170	66980	66730	65140	63750	63270	63870
20190313	60480	58110	56830	56640	57430	59110	61880	66050	70580	70510	68720	66940	62470	64370	64980	64980	66260	66730	67550	67300	65700	64420	63830	64540
20190314	59290	56920	55740	55450	56240	57810	60480	64460	69420	69840	68450	67080	63010	65100	66200	66500	67680	67740	68070	67610	65710	64320	63630	64330
20190315	60100	57720	56540	56250	56840	58420	61180	64970	69240	69870	68780	67500	63330	65120	66020	66020	67100	67460	67770	67510	65710	64430	63840	64550
20190316	60060	58410	57420	57140	57330	58010	58790	59100	59540	59280	59180	58300	56310	56690	56690	56550	56820	56990	58050	58530	58240	57970	58170	58980
20190317	54480	52520	51550	51160	51460	52140	52620	52520	52500	52490	52990	52500	52110	52300	52180	52510	53010	53760	55300	56070	55780	55690	55990	55800
20190318	53940	51980	51000	50900	51790	53670	56920	61800	67820	68940	67860	66690	63130	65510	66590	66790	67770	67520	67450	66520	64910	63230	62750	63160
20190319	59010	56740	55560	55270	55970	57260	59420	63210	67530	67960	66570	65090	61620	63920	64630	64630	65920	65780	65590	65130	63330	61940	61450	62260
20190320	58530	56360	55070	54780	55480	56770	59040	62730	67050	67470	66080	64700	61130	63430	64240	64240	65430	65390	65120	64760	62860	61570	61080	61780
20190321	59040	56590	55410	55120	55910	57380	59940	63940	68580	68600	66720	65040	60980	63680	64380	64470	65850	65920	66030	65840	63940	62350	61560	62470
20190322	59080	56420	55050	54860	55750	57420	60180	64290	69530	70240	68940	67670	63680	66860	67760	67760	68830	68190	67550	67100	65220	63540	62760	63270
20190323	60150	57190	55410	54920	55310	56290	57370	57890	58650	58170	57990	56610	53230	53830	53930	53810	54490	55050	56780	57830	57230	56650	57060	58380
20190324	54900	52740	51570	50970	51470	52250	52730	52150	51200	50410	50620	50130	49440	49440	49340	49740	50920	52570	54690	56220	55920	55840	56150	55950
20190325	51460	48900	48030	47930	48930	51090	55050	60630	67560	68990	67400	65820	61330	64120	65300	65590	66630	66380	66550	66020	63930	62060	61280	62000
20190326	57190	54910	53730	53440	54230	55710	58080	61660	66170	66780	65490	63910	59930	62020	62820	62710	63890	64070	64110	64270	62680	61290	60610	61210
20190327	57200	54720	53540	53240	54040	55620	58090	61780	66490	67100	65700	64020	59930	62230	62930	62920	64110	64280	64330	64490	62800	61410	60630	61330
20190328	58150	55490	54210	53920	54610	56290	58950	63050	67990	68110	65920	63740	59280	61470	62260	62460	63940	64510	64940	65360	63450	61970	61290	61790
20190329	57910	55450	54070	53780	54580	56260	59030	62740	67480	67700	65810	63630	59160	61750	62750	63140	64520	64990	65230	65370	63570	62180	61400	61810
20190330	57300	54530	53060	52570	52970	54050	55040	55340	55180	54410	54330	54040	52560	54260	54250	53330	53400	53450	55000	56250	55850	55260	55560	56870
20190331	53660	52290	51410	51220	51410	51900	52080	51620	50500	50020	50030	49740	49250	49350	49250	49640	50520	51680	53100	54130	54030	54030	54030	53940
20190401	50530	48380	47400	47210	48110	50190	53560	58630	65400	67140	65880	64290	60010	62790	63500	63400	64370	64250	64290	64150	61950	60170	59470	60080
20190402	57340	54760	53580	53290	54080	55760	58430	61930	66150	66070	64270	62490	58820	61110	62100	62500	63980	64060	64410	64560	62860	61570	60680	61000
20190403	56820	54450	53370	53070	53870	55550	58020	61220	65040	65060	63760	62180	58310	60600	61490	61690	62970	62750	63000	63240	62040	60860	60170	60290
20190404	56820	54640	53660	53360	54060	55840	58120	61030	64550	64460	63270	61690	58010	60100	60800	61190	62780	63050	63210	63750	62340	60950	60270	60580
20190405	57450	55370	54390	54190	54890	56470	58740	61350	64470	64390	63190	61610	58140	60030	60920	61120	62600	62980	63330	63770	62160	60780	60190	60500
20190406	54680	53610	53020	52820	52920	53500	53880	54110	54440	54250	54550	54370	53490	53890	53780	53560	53740	53800	54430	54870	54660	54470	54470	54980
20190407	51750	50670	50090	49790	49990	50370	50570	50300	49870	49580	49790	49600	49300	49300	49200	49390	49870	50840	51760	52600	52590	52500	52610	52410
20190408	51820	49760	48680	48590	49480	51460	54730	58950	64080	65700	64720	63540	59970	62450	63050	62950	64220	64390	64520	64540	62640	61060	60380	60900
20190409	58020	55650	54480	54290	54980	56560	58940	62170	66410	66610	65120	63340	58870	60650	61250	61540	62830	62910	63250	64070	62960	61370	60780	61320
20190410	59210	56850	55780	55480	56280	57750	60130	63370	67510	67710	66220	64440	60070	61860	62450	62750	63930	64000	64350	65160	64050	62560	61870	62510
20190411	57240	54770	53590	53200	54000	55790	58370	61780	66200	66590	65690	64800	61220	64100	65070	65360	66430	66220	66000	66260	64470	62690	61910	62430
20190412	56790	54620	53630	53340	53830	55210	57490	61080	65670	66570	66180	65480	62200	64280	64970	64760	65140	64420	63800	63970	62480	61090	60400	60820
20190413	56120	54340	53360	52970	53160	54040	54630	54560	54690	54300	54500	54120	52730	53540	53730	53720	54000	54080	54730	55470	55260	54870	54870	55480
20190414	52330	50550	49670	49380	49680	50170	50460	50300	50050	49550	49660	48970	48680	49180	49670	50140	50610	51490	52750	53900	53890	53600	53700	53210
20190415	51050	48870	47880	47790	48980	51060	54640	58770	63780	64780	63790	62700	59030	61610	62610	62910	64590	64880	65240	65680	63770	62180	61390	61600
20190416	55990	53720	52740	52450	53030	54410	56700	59210	62920	63120	61930	60840	57460	59650	60640	60440	61320	61000	60870	61610	60500	59110	58420	58930
20190417	55500	53330	52460	52170	52750	54020	56100	58530	61930	62130	61040	60060	56880	58970	59860	59660	60440	60210	60070	60700	59680	58390	57710	58220
20190418	56070	53700	52730	52430	53220	54800	57190	59720	63340	63240	61850	60660	57190	59880	61260	61550	62730	62410	62280	63220	61810	60320	59240	59560
20190419	55800	53440	52350	52060	52750	54430	57010	59720	63330	63030	61840	60550	56970	59850	61050	61350	62640	62420	62290	63320	62200	60710	59620	59640
20190420	53350	52280	51700	51500	51700	52180	52380	52330	52360	52170	52270	51780	50690	51080	51090	51090	51380	51650	52110	52730	52710	52510	52520	52830
20190421	48580	47220	46450	46160	46370	46750	47150	46970	47010	47110	47710	47710	47420	47320	47110	46790	46980	47860	48920	50050	50130	49930	49940	49640
20190422	48690	46710	45730	45740	46630	48510	51790	55240	59850	60550	59660	58580	55000	57290	58190	58480	60060	60340	60500	61430	59920	58430	57630	57740
20190423	53900	51730	50650	50360	51050	52330	54620	57450	61350	61950	61560	60770	57690	59870	60470	60260	61050	60530	60100	60750	59540	58350	57460	57380
20190424	54110	51740	50560	50270	50960	52440	54930	57960	62160	62860	62460	61580	58200	60580	61170	61070	61960	61240	60810	61560	60250	58960	57970	57890
20190425	54130	51760	50680	50390	51090	52370	55050	58240	62810	63910	63900	63500	60320	63220	64130	64120	64810	63990	63380	63640	62150	60470	58980	58610
20190426	54720	52550	51470	51080	51680	52960	55730	59420	63980	64970	64760	64270	61090	63980	64990	64880	65570	64350	63440	64110	62810	61030	59450	58870
20190427	55490	53130	51750	51260	51660	52640	53230	53160	53370	52770	52670	51790	49600	50500	50600	50990	51870	52450	53410	54730	54590	54200	54010	54330
20190428	49360	47310	46140	45660	45960	46540	47140	46900	46820	47030	47830	47730	47240	47540	47430	47410	47890	48950	50510	52250	52530	52040	51660	50680
20190429	48380	46110	45130	44830	45830	48000	51690	55910	61190	62480	61790	60900	57120	60410	61900	62580	64360	64050	63820	64770	63160	61380	59800	59320
20190430	52770	50900	50010	49520	49900	50880	53260	56560	60630	61620	61720	61430	58850	61320	62310	62100	62400	61000	59970	60030	58930	57650	56660	56670
20190501	52250	50180	49110	48410	48510	49200	50590	51480	52860	53550	54140	54050	52850	54340	55140	55140	55330	55310	55800	57170	57060	55880	54800	53620
